name2	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds
PPP1R9B	NM_032595	chr17	-	50133736	50150677	50135330	50150513	10	50133736,50135552,50135967,50139262,50139428,50140092,50141268,50143597,50145112,50149142,	50135384,50135649,50136197,50139316,50139581,50140228,50141373,50143718,50145245,50150677,
SGCA	NM_000023	chr17	+	50166004	50175928	50166040	50175437	10	50166004,50167367,50167581,50167946,50168373,50169091,50170142,50170639,50175256,50175711,	50166077,50167487,50167736,50168019,50168572,50169254,50170351,50170666,50175449,50175928,
SGCA	NM_001135697	chr17	+	50166004	50175928	50166040	50175437	8	50166004,50167367,50167581,50167946,50168373,50170639,50175256,50175711,	50166077,50167487,50167736,50168019,50168572,50170666,50175449,50175928,
COL1A1	NM_000088	chr17	-	50184100	50201631	50185501	50201513	51	50184100,50185777,50186316,50186639,50187014,50187483,50187875,50188095,50188529,50188741,50188902,50189167,50189376,50189678,50189858,50190000,50190326,50190542,50190816,50191382,50191787,50191979,50192474,50192639,50192796,50192993,50193942,50194129,50194348,50194572,50194720,50195046,50195231,50195433,50195566,50195922,50196154,50196313,50196483,50196616,50197009,50197179,50197731,50197948,50198160,50198432,50199225,50199417,50199555,50199752,50201410,	50185648,50186020,50186507,50186922,50187122,50187537,50187983,50188149,50188637,50188795,50189010,50189275,50189538,50189732,50189912,50190108,50190380,50190596,50190924,50191490,50191886,50192024,50192528,50192693,50192850,50193047,50194041,50194183,50194447,50194626,50194828,50195100,50195330,50195478,50195665,50195976,50196199,50196367,50196528,50196670,50197063,50197233,50197785,50198002,50198205,50198504,50199327,50199453,50199590,50199947,50201631,
TMEM92	NM_001168215	chr17	+	50271405	50281485	50274501	50279308	6	50271405,50274475,50277714,50278555,50278800,50279194,	50271489,50274570,50277740,50278630,50278996,50281485,
TMEM92	NM_153229	chr17	+	50274465	50281485	50274501	50279308	5	50274465,50277714,50278555,50278800,50279194,	50274570,50277740,50278630,50278996,50281485,
XYLT2	NM_022167	chr17	+	50346125	50361185	50346140	50360291	11	50346125,50353629,50354407,50354853,50355500,50355780,50356084,50356510,50357056,50358206,50359968,	50346275,50354122,50354583,50355056,50355581,50355997,50356261,50356773,50357252,50358540,50361185,
MRPL27	NM_016504	chr17	-	50367866	50373184	50368091	50373170	4	50367866,50370031,50370454,50373130,	50368298,50370099,50370586,50373184,
EME1	NM_001166131	chr17	+	50373219	50381459	50375208	50380939	9	50373219,50375184,50376065,50378594,50378773,50379067,50379451,50380311,50380762,	50373277,50375983,50376193,50378681,50378895,50379224,50379567,50380501,50381459,
EME1	NM_152463	chr17	+	50373228	50381459	50375208	50380939	9	50373228,50375184,50376065,50378594,50378773,50379106,50379451,50380311,50380762,	50373277,50375983,50376193,50378681,50378895,50379224,50379567,50380501,50381459,
LRRC59	NM_018509	chr17	-	50381237	50397523	50382987	50397317	7	50381237,50385117,50388059,50392397,50392738,50394928,50397212,	50383235,50385291,50388132,50392502,50392897,50394988,50397523,
ACSF2	NM_001288968	chr17	+	50426157	50474845	50426261	50474552	17	50426157,50426904,50460676,50461241,50461632,50462183,50462419,50463155,50463394,50463817,50464217,50471027,50472427,50473664,50473893,50474198,50474501,	50426389,50426979,50460872,50461370,50461686,50462302,50462585,50463251,50463552,50463909,50464294,50471135,50472579,50473806,50474004,50474267,50474845,
ACSF2	NM_001288969	chr17	+	50426157	50474845	50426261	50474552	16	50426157,50460676,50461241,50461656,50462183,50462419,50463155,50463394,50463817,50464217,50471027,50472427,50473664,50473893,50474198,50474501,	50426389,50460872,50461355,50461686,50462302,50462585,50463251,50463552,50463909,50464294,50471135,50472579,50473806,50474004,50474267,50474845,
ACSF2	NM_001288970	chr17	+	50426157	50474845	50426261	50474552	15	50426157,50460676,50461632,50462183,50462419,50463155,50463394,50463817,50464217,50471027,50472427,50473664,50473893,50474198,50474501,	50426389,50460872,50461686,50462302,50462585,50463251,50463552,50463909,50464294,50471135,50472579,50473806,50474004,50474267,50474845,
ACSF2	NM_025149	chr17	+	50426157	50474845	50426261	50474552	16	50426157,50460676,50461241,50461632,50462183,50462419,50463155,50463394,50463817,50464217,50471027,50472427,50473664,50473893,50474198,50474501,	50426389,50460872,50461370,50461686,50462302,50462585,50463251,50463552,50463909,50464294,50471135,50472579,50473806,50474004,50474267,50474845,
CHAD	NM_001267	chr17	-	50464495	50468880	50465297	50468813	4	50464495,50465293,50465706,50468039,	50465049,50465439,50465870,50468880,
RSAD1	NM_018346	chr17	+	50478859	50485974	50478884	50484861	9	50478859,50479628,50479879,50482090,50482642,50483339,50483705,50484441,50484743,	50479019,50479762,50480084,50482456,50482706,50483487,50483760,50484545,50485974,
MYCBPAP	NM_032133	chr17	+	50508438	50531501	50508674	50531428	19	50508438,50516569,50517292,50517594,50518540,50518973,50519639,50521109,50521315,50521972,50522938,50523596,50524876,50525880,50527286,50528154,50528694,50529017,50531326,	50508750,50516697,50517452,50517698,50518724,50519089,50519787,50521225,50521431,50522081,50523128,50523784,50525023,50526267,50527408,50528270,50528840,50529188,50531501,
EPN3	NM_017957	chr17	+	50532734	50543750	50536556	50542157	10	50532734,50536420,50538078,50538883,50539186,50540246,50540792,50541228,50541463,50541843,	50532985,50537118,50538197,50538964,50539315,50540334,50541062,50541333,50541694,50543750,
SPATA20	NM_001258372	chr17	+	50547088	50555852	50547208	50555662	16	50547088,50548282,50548553,50548809,50549042,50549285,50549984,50550207,50550535,50550707,50550997,50551510,50551968,50554250,50555231,50555491,	50547285,50548453,50548618,50548964,50549186,50549487,50550115,50550312,50550610,50550917,50551190,50551679,50552180,50554450,50555312,50555852,
SPATA20	NM_001258373	chr17	+	50547088	50555852	50548337	50555662	17	50547088,50547664,50548282,50548553,50548809,50549042,50549285,50549984,50550207,50550535,50550707,50550997,50551510,50551968,50554250,50555231,50555491,	50547285,50547767,50548453,50548618,50548964,50549186,50549487,50550115,50550312,50550610,50550917,50551190,50551679,50552180,50554450,50555312,50555852,
SPATA20	NM_022827	chr17	+	50547173	50555852	50547208	50555662	17	50547173,50547719,50548282,50548553,50548809,50549042,50549285,50549984,50550207,50550535,50550707,50550997,50551510,50551968,50554250,50555231,50555491,	50547285,50547767,50548453,50548618,50548964,50549186,50549487,50550115,50550312,50550610,50550917,50551190,50551679,50552180,50554450,50555312,50555852,
CACNA1G	NM_001256324	chr17	+	50560714	50627471	50561459	50626751	36	50560714,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50594992,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607826,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50619682,50623906,50624359,50626016,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50595061,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608019,50615512,50616384,50617571,50617929,50618126,50618343,50619008,50619826,50624075,50624529,50627471,
CACNA1G	NM_001256325	chr17	+	50560714	50627471	50561459	50626751	36	50560714,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50594992,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607826,50609881,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50623906,50624359,50626016,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50595061,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608040,50609935,50615512,50616384,50617571,50617929,50618126,50618343,50619008,50624075,50624529,50627471,
CACNA1G	NM_001256326	chr17	+	50560714	50627471	50561459	50626751	36	50560714,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50594992,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607928,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50619682,50623906,50624359,50626016,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50595061,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608040,50615512,50616384,50617571,50617929,50618126,50618343,50619008,50619826,50624075,50624529,50627471,
CACNA1G	NM_001256327	chr17	+	50560714	50627471	50561459	50626751	36	50560714,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50594992,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607826,50609881,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50623906,50624359,50626016,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50595061,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608019,50609935,50615512,50616384,50617571,50617908,50618126,50618343,50619008,50624075,50624529,50627471,
CACNA1G	NM_001256328	chr17	+	50560714	50627471	50561459	50626751	35	50560714,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50594992,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607826,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50623906,50624359,50626016,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50595061,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608019,50615512,50616384,50617571,50617908,50618126,50618343,50619008,50624075,50624529,50627471,
CACNA1G	NM_001256329	chr17	+	50560714	50627471	50561459	50626751	36	50560714,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50594992,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607928,50609881,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50623906,50624359,50626016,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50595061,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608019,50609935,50615512,50616384,50617571,50617929,50618126,50618343,50619008,50624075,50624529,50627471,
CACNA1G	NM_001256330	chr17	+	50560714	50627471	50561459	50626751	35	50560714,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50594992,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607928,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50623906,50624359,50626016,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50595061,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608040,50615512,50616384,50617571,50617929,50618126,50618343,50619008,50624075,50624529,50627471,
CACNA1G	NM_001256331	chr17	+	50560714	50627471	50561459	50626751	35	50560714,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50594992,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607928,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50623906,50624359,50626016,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50595061,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608019,50615512,50616384,50617571,50617929,50618126,50618343,50619008,50624075,50624529,50627471,
CACNA1G	NM_001256332	chr17	+	50560714	50627471	50561459	50626751	35	50560714,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607928,50609881,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50623906,50624359,50626016,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608019,50609935,50615512,50616384,50617571,50617929,50618126,50618343,50619008,50624075,50624529,50627471,
CACNA1G	NM_001256333	chr17	+	50560714	50627471	50561459	50626751	37	50560714,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50594992,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607826,50609881,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50623906,50624359,50626016,50626319,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50595061,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608019,50609935,50615512,50616384,50617571,50617929,50618126,50618343,50619008,50624075,50624529,50626082,50627471,
CACNA1G	NM_001256334	chr17	+	50560714	50627471	50561459	50626751	36	50560714,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50594992,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607826,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50623906,50624359,50626016,50626319,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50595061,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608040,50615512,50616384,50617571,50617929,50618126,50618343,50619008,50624075,50624529,50626082,50627471,
CACNA1G	NM_018896	chr17	+	50560714	50627471	50561459	50626751	38	50560714,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50594992,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607826,50609881,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50619682,50621659,50623906,50624359,50626016,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50595061,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608019,50609935,50615512,50616384,50617571,50617929,50618126,50618343,50619008,50619826,50621794,50624075,50624529,50627471,
CACNA1G	NM_198376	chr17	+	50560714	50627471	50561459	50626751	35	50560714,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607826,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50623906,50624359,50626016,50626319,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608040,50615512,50616384,50617571,50617929,50618126,50618343,50619008,50624075,50624529,50626082,50627471,
CACNA1G	NM_198377	chr17	+	50560714	50627471	50561459	50626751	37	50560714,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50594992,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607826,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50619682,50621659,50623906,50624359,50626016,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50595061,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608040,50615512,50616384,50617571,50617929,50618126,50618343,50619008,50619826,50621794,50624075,50624529,50627471,
CACNA1G	NM_198378	chr17	+	50560714	50627471	50561459	50626751	35	50560714,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50594992,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607826,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50623906,50624359,50626016,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50595061,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608040,50615512,50616384,50617571,50617929,50618126,50618343,50619008,50624075,50624529,50627471,
CACNA1G	NM_198379	chr17	+	50560714	50627471	50561459	50626751	35	50560714,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607826,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50619682,50623906,50624359,50626016,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608040,50615512,50616384,50617571,50617929,50618126,50618343,50619008,50619826,50624075,50624529,50627471,
CACNA1G	NM_198380	chr17	+	50560714	50627471	50561459	50626751	36	50560714,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50594992,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607826,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50619682,50623906,50624359,50626016,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50595061,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608040,50615512,50616384,50617571,50617929,50618126,50618343,50619008,50619826,50624075,50624529,50627471,
CACNA1G	NM_198383	chr17	+	50560714	50627471	50561459	50626751	36	50560714,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607826,50609881,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50621659,50623906,50624359,50626016,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608019,50609935,50615512,50616384,50617571,50617929,50618126,50618343,50619008,50621794,50624075,50624529,50627471,
CACNA1G	NM_198384	chr17	+	50560714	50627471	50561459	50626751	36	50560714,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50594992,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607826,50609881,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50623906,50624359,50626016,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50595061,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608019,50609935,50615512,50616384,50617571,50617929,50618126,50618343,50619008,50624075,50624529,50627471,
CACNA1G	NM_198385	chr17	+	50560714	50627471	50561459	50626751	37	50560714,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50594992,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607826,50609881,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50619682,50623906,50624359,50626016,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50595061,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608019,50609935,50615512,50616384,50617571,50617929,50618126,50618343,50619008,50619826,50624075,50624529,50627471,
CACNA1G	NM_198386	chr17	+	50560714	50627471	50561459	50626751	35	50560714,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50594992,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607826,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50623906,50624359,50626016,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50595061,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608019,50615512,50616384,50617571,50617929,50618126,50618343,50619008,50624075,50624529,50627471,
CACNA1G	NM_198387	chr17	+	50560714	50627471	50561459	50626751	34	50560714,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607826,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50623906,50624359,50626016,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608040,50615512,50616384,50617571,50617929,50618126,50618343,50619008,50624075,50624529,50627471,
CACNA1G	NM_198388	chr17	+	50560714	50627471	50561459	50626751	34	50560714,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607826,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50623906,50624359,50626016,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608019,50615512,50616384,50617571,50617929,50618126,50618343,50619008,50624075,50624529,50627471,
CACNA1G	NM_198382	chr17	+	50561067	50627471	50561459	50626751	35	50561067,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607826,50609881,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50623906,50624359,50626016,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608019,50609935,50615512,50616384,50617571,50617929,50618126,50618343,50619008,50624075,50624529,50627471,
CACNA1G	NM_198396	chr17	+	50561067	50627471	50561459	50626751	36	50561067,50568869,50569164,50569705,50571877,50572553,50573020,50575542,50578187,50590470,50591434,50591738,50591936,50596561,50596729,50599427,50600725,50601050,50602819,50603014,50604154,50605897,50606899,50607826,50615360,50616274,50617437,50617858,50618047,50618221,50618654,50619682,50621659,50623906,50624359,50626016,	50561701,50568981,50569298,50569803,50572037,50572854,50573113,50576326,50578564,50590622,50591620,50591853,50592092,50596646,50596923,50599859,50600826,50601174,50602888,50603199,50604281,50606023,50606989,50608040,50615512,50616384,50617571,50617929,50618126,50618343,50619008,50619826,50621794,50624075,50624529,50627471,
ABCC3	NM_001144070	chr17	+	50634880	50667927	50634936	50667841	12	50634880,50655831,50656701,50657045,50658081,50658434,50659236,50660922,50663680,50663949,50665152,50667553,	50634981,50656008,50656827,50657183,50658207,50658496,50659368,50661114,50663858,50664111,50665245,50667927,
ABCC3	NM_003786	chr17	+	50634880	50692253	50634936	50691200	31	50634880,50655831,50656701,50657045,50658081,50658434,50659236,50660922,50663680,50663949,50665152,50667553,50667862,50668429,50668852,50669139,50669351,50672970,50673468,50675361,50675630,50675882,50676277,50677743,50678092,50679797,50683609,50683948,50684708,50687535,50691091,	50634981,50656008,50656827,50657183,50658207,50658496,50659368,50661114,50663858,50664111,50665245,50667757,50668009,50668517,50668919,50669266,50669528,50673138,50673658,50675476,50675775,50676090,50676588,50677943,50678219,50679899,50683756,50684107,50684875,50687730,50692253,
ANKRD40	NM_052855	chr17	-	50693197	50707914	50695996	50707654	5	50693197,50696939,50699398,50700567,50707520,	50696143,50697121,50699893,50700716,50707914,
LUC7L3	NM_006107	chr17	+	50719564	50752711	50719732	50750661	11	50719564,50736959,50740305,50741101,50741656,50743705,50744651,50745719,50746541,50750500,50752199,	50719831,50737026,50740345,50741246,50741731,50743810,50744813,50746003,50746702,50750694,50752711,
LUC7L3	NM_001330330	chr17	+	50719602	50756215	50719732	50750937	11	50719602,50736959,50740305,50741101,50741656,50743705,50744651,50745719,50746541,50750500,50750746,	50719831,50737026,50740345,50741246,50741731,50743810,50744813,50746003,50746702,50750641,50756215,
LUC7L3	NM_016424	chr17	+	50719602	50756215	50719732	50750661	10	50719602,50736959,50740305,50741101,50741656,50743705,50744651,50745719,50746541,50750500,	50719831,50737026,50740345,50741246,50741731,50743810,50744813,50746003,50746702,50756215,
WFIKKN2	NM_001330341	chr17	+	50834583	50842353	50839567	50841019	2	50834583,50839498,	50835032,50842353,
WFIKKN2	NM_175575	chr17	+	50835585	50842353	50835937	50841019	2	50835585,50839498,	50836147,50842353,
TOB1	NM_001243877	chr17	-	50862225	50867978	50862979	50864017	3	50862225,50867493,50867804,	50864163,50867602,50867978,
TOB1	NM_005749	chr17	-	50862225	50866354	50862979	50864017	2	50862225,50866057,	50864163,50866354,
SPAG9	NM_001130527	chr17	-	50962173	51120868	50966271	51120656	30	50962173,50970706,50974770,50977107,50979745,50982523,50984922,50985697,50987111,50989676,50990449,50993763,50995056,50995443,50996564,50998443,50999475,50999660,51001714,51005211,51006084,51007268,51014231,51020158,51021157,51041500,51047374,51056411,51079583,51120353,	50966387,50970856,50974947,50977221,50979917,50982672,50984990,50985778,50987237,50989872,50990668,50993935,50995224,50995533,50996694,50998617,50999487,50999717,51001845,51005263,51006237,51007326,51014353,51020258,51021365,51041651,51047469,51056482,51079704,51120868,
SPAG9	NM_001130528	chr17	-	50962173	51120868	50966271	51120656	30	50962173,50970706,50974770,50977107,50979745,50982523,50984922,50985697,50987111,50989676,50990449,50993763,50995056,50995443,50996564,50998443,50999660,51001714,51005211,51006084,51007268,51014231,51020158,51021157,51031680,51041500,51047374,51056411,51079583,51120353,	50966387,50970856,50974947,50977221,50979917,50982672,50984990,50985778,50987237,50989872,50990668,50993935,50995224,50995533,50996694,50998617,50999717,51001845,51005263,51006237,51007326,51014353,51020258,51021365,51031722,51041651,51047469,51056482,51079704,51120868,
SPAG9	NM_001251971	chr17	-	50962173	51046878	50966271	51046660	27	50962173,50970706,50974770,50975862,50977107,50979745,50982523,50984922,50985697,50987111,50989676,50990449,50993763,50995056,50995443,50996564,50998443,50999660,51001714,51005211,51006084,51007268,51014231,51020158,51021157,51041500,51046499,	50966387,50970856,50974947,50975901,50977221,50979917,50982672,50984990,50985778,50987237,50989872,50990668,50993935,50995224,50995533,50996694,50998617,50999717,51001845,51005263,51006237,51007326,51014353,51020258,51021365,51041651,51046878,
SPAG9	NM_003971	chr17	-	50962173	51120868	50966271	51120656	29	50962173,50970706,50974770,50977107,50979745,50982523,50984922,50985697,50987111,50989676,50990449,50993763,50995056,50995443,50996564,50998443,50999660,51001714,51005211,51006084,51007268,51014231,51020158,51021157,51041500,51047374,51056411,51079583,51120353,	50966387,50970856,50974947,50977221,50979917,50982672,50984990,50985778,50987237,50989872,50990668,50993935,50995224,50995533,50996694,50998617,50999717,51001845,51005263,51006237,51007326,51014353,51020258,51021365,51041651,51047469,51056482,51079704,51120868,
NME1	NM_000269	chr17	+	51153558	51162089	51155654	51161845	5	51153558,51155650,51159979,51161159,51161727,	51153662,51155780,51160081,51161272,51162089,
NME1-NME2	NM_001018136	chr17	+	51153558	51171744	51155654	51171604	8	51153558,51155650,51159979,51161159,51166826,51168241,51169936,51171486,	51153662,51155780,51160081,51161272,51166956,51168343,51170049,51171744,
NME1	NM_198175	chr17	+	51153558	51162089	51154373	51161845	6	51153558,51154224,51155650,51159979,51161159,51161727,	51153662,51154444,51155780,51160081,51161272,51162089,
NME2	NM_001018137	chr17	+	51165535	51171744	51166830	51171604	5	51165535,51166826,51168241,51169936,51171486,	51165681,51166956,51168343,51170049,51171744,
NME2	NM_001198682	chr17	+	51166410	51171744	51166830	51171507	4	51166410,51166826,51168241,51171486,	51166497,51166956,51168343,51171744,
NME2	NM_002512	chr17	+	51166410	51171744	51166830	51171604	5	51166410,51166826,51168241,51169936,51171486,	51166497,51166956,51168343,51170049,51171744,
